Label,Confidence,Full Tweet,Sanitized Tweet
neg,1.0,RT @Zeeyzeey__: Fake news everywhere in Kano. It baffles me how educated individuals are still in denial of the corona cases here entirely!…,fake news everywhere kano. baffles educated individuals still denial corona cases entirely!…
pos,1.0,"Corona cases are just rising in Nigeria. And you think the lockdown will end after this two weeks? You are mathematically not OK.

#Chai~Wisdom!!!",corona cases rising nigeria. think lockdown end two weeks? mathematically ok. chai~wisdom!!!
neg,1.0,"RT @golden_red_bone: GYBAITGDHRNBIBYMFA

- Mamas everywhere during this corona",gybaitgdhrnbibymfa mamas everywhere corona
pos,1.0,"RT @hadizel: In these days of Corona, it is advisable to wear a mask, especially when we have to go out.

Ladies, let’s look at the bright…","days corona, advisable wear mask, especially go out. ladies, let’s look bright…"
neg,1.0,"RT @BeauTFC: Me lighting up guilt free for the first time in years after a study suggests smokers are way less likely to catch corona. 

NO…",lighting guilt free first time years study suggests smokers way less likely catch corona. no…
neg,1.0,"Since Corona came I didn't heard of MARLIANS or Corona have control d crowd,😂😂😂","since corona came heard marlians corona control crowd,😂😂😂"
neg,1.0,RT @BigAlStrood: My mum died at 7.25pm this evening. She was 93 years old and had been resident in a care home until the other day when she…,mum died 7.25pm evening. 93 years old resident care home day she…
irrelevant,,RT @FrankFigliuzzi1: A glimpse of things to come: 19 new cases of coronavirus in Wisconsin linked to election activities: State health offi…,glimpse things come: 19 new cases coronavirus wisconsin linked election activities: state health offi…
neg,1.0,@WhiteHouse “CORONA #2” by Jay Sizemore https://t.co/wvursuenLU,“corona 2” jay sizemore
neg,1.0,@realDonaldTrump the only thing you succeed as is failing . You’re number one at failing. Go lick some protesters and get corona https://t.co/ypmrUzuRfc,thing succeed failing you’re number one failing. go lick protesters get corona
neutral,0.75,RT @politicalHwife: @ChanelRion @OANN Please ask him about the Pentagon study that determined 36% of people who got the flu vaccine were mo…,please ask pentagon study determined 36% people got flu vaccine mo…
neg,1.0,RT @TYLERFUCKINJAII: corona do better .. https://t.co/suVpPPcHn8,corona better ..
neg,1.0,If corona weren't going around I would plan a group cuddling session.,corona going around would plan group cuddling session.
neg,1.0,"RT @Squeejii: If a fart can get through underwear and a pair of jeans, how can a mask made of cloth save your from the corona virus?","fart get underwear pair jeans, mask made cloth save corona virus?"
pos,1.0,"As most of you know, I’m a big fan of hurling human problems into the sun (aka The Superman Solution). Double fun points for burning these fucks up in a star’s corona. https://t.co/JvZahAH8EM","know, i’m big fan hurling human problems sun (aka superman solution). double fun points burning fucks star’s corona."
neg,1.0,Corona and bad hair day.👍🏼😆 Hope you all have/had a great Wednesday.🤗 https://t.co/Fwx2XlazoW,corona bad hair day.👍🏼😆 hope have/had great wednesday.🤗
neg,1.0,@Mike_Pence thank you and your corona virus task force for working so hard. We appreciate you,thank corona virus task force working hard. appreciate
irrelevant,,RT @USlasher: Tamil Man Saying he has not had Liquor for 25 days thanks to Corona and is very happy that his addiction is dead. He requests…,tamil man saying liquor 25 days thanks corona happy addiction dead. requests…
neg,1.0,corona virus really went and changed the way we greet each other. damn.,corona virus really went changed way greet other. damn.
neg,1.0,@sweetenersjade Corona lol,corona lol
neg,1.0,"If a fart 💨 can get through underwear and a pair of jeans, how can a mask made of cloth protect you from corona? Am asking for a friend @thenanaaba ,@Serwaa_Amihere , @berlamundi","fart 💨 get underwear pair jeans, mask made cloth protect corona? asking friend ,AT_USER"
irrelevant,,RT @hidetomitanaka: Treasury's corona tax vs. de facto basic income: a debate on Japan's economic policy in the not-too-distant future - Ec…,treasury's corona tax vs. de facto basic income: debate japan's economic policy not-too-distant future ec…
neg,1.0,@morningmika Fauci just said that we WILL have Corona again. This bout isn't the last.,fauci said corona again. bout last.
neutral,0.75,The only good thing to come from he corona crisis is that Ice T is tweeting a lot more,good thing come corona crisis ice tweeting lot
neg,1.0,Penguins can’t get corona. Look it up! https://t.co/vJZmUBSvJ5,penguins can’t get corona. look up!
neg,1.0,RT @TeamRunner4Life: When corona takes away the 2020 season...,corona takes away 2020 season...
neg,1.0,"RT @BostonTeaParti: BO warns that climate change is going to be worse than the corona virus-oohh

BO is a career politician well versed on…",bo warns climate change going worse corona virus-oohh bo career politician well versed on…
neg,1.0,"Less than half an hour after the President said “maybe corona might not come back”

Dr. Fauci: I am convinced we will have coronavirus in the fall.",less half hour president said “maybe corona might come back” dr. fauci: convinced coronavirus fall.
neg,1.0,RT @officerdaddo: What homeschooling your children during corona is like https://t.co/EYGkBa125o,homeschooling children corona like
neg,1.0,"Hey, @CAgovernor, I heard you have corona tracking jobs, any chance I can apply online?","hey, heard corona tracking jobs, chance apply online?"
neg,1.0,everytime I watch elite I am sorely reminded that I am not studying abroad in spain this summer bc of corona https://t.co/zcMOEqNk9N,everytime watch elite sorely reminded studying abroad spain summer bc corona
neg,1.0,@NBCNewYork @lookner There are animal corona viruses! Science! Covid 19 is man made and controlled by the CCP!,animal corona viruses! science! covid 19 man made controlled ccp!
neutral,0.75,"RT @buzydoing: This is how BJP media works.
KTR IT minister Telangana Demanded Rahul Kanwal to tender an apology for spreading false inform…",bjp media works. ktr minister telangana demanded rahul kanwal tender apology spreading false inform…
neg,1.0,Apparently nicotine creates a barrier in ur cells due to probably tar and shit and that doesn’t let corona get to you that’s crazy https://t.co/NmM8Z3k1AH,apparently nicotine creates barrier ur cells due probably tar shit doesn’t let corona get that’s crazy
neutral,0.75,"@AaryouzV2 what’s your beef with fabinho before his injury he was class, hasn’t had much time to come back bc of corona","what’s beef fabinho injury class, hasn’t much time come back bc corona"
neutral,0.75,"RT @ddale8: Trump claims what we've gone through now won't be repeated. We might have some ""embers"" of corona in the second wave. He says h…","trump claims we've gone repeated. might ""embers"" corona second wave. says h…"
neutral,0.75,"RT @ddale8: Trump claims what we've gone through now won't be repeated. We might have some ""embers"" of corona in the second wave. He says h…","trump claims we've gone repeated. might ""embers"" corona second wave. says h…"
neg,1.0,"@Endgame2021 I don't understand the immigration ban.  No green cards because foreign nationals may bring corona virus.  But, foreign nationals on work visas are somehow virus free?  Am I missing something? Please read with heavy dose of sarcasm, but this rationale is transparent.","understand immigration ban. green cards foreign nationals may bring corona virus. but, foreign nationals work visas somehow virus free? missing something? please read heavy dose sarcasm, rationale transparent."
neg,1.0,RT @DaSkrambledEgg: You stopped drinking Corona beer #SignsYoureACOVIDIOT,stopped drinking corona beer signsyoureacovidiot
neg,1.0,"RT @MadokaMeowgica: Friend died last night from corona. She was immunocompromised and did everything she was supposed to in a quarantine, b…","friend died last night corona. immunocompromised everything supposed quarantine, b…"
neg,1.0,"https://t.co/mluOBhVbaN: N.J. Gov. Murphy shreds Sen. McConnell for ‘utterly irresponsible’ call for states to go bankrupt over corona.
https://t.co/9dw5uSrZOn

via @GoogleNews",n.j. gov. murphy shreds sen. mcconnell ‘utterly irresponsible’ call states go bankrupt corona. via
neg,1.0,RT @Lvrd_ZiiZii: Lagos just dey stream this Corona 😭,lagos dey stream corona 😭
pos,1.0,I call it “the vibes are too good that it’s making me sick” my mom calls it “corona”,call “the vibes good it’s making sick” mom calls “corona”
neg,1.0,"RT @MadokaMeowgica: Friend died last night from corona. She was immunocompromised and did everything she was supposed to in a quarantine, b…","friend died last night corona. immunocompromised everything supposed quarantine, b…"
neg,1.0,@RN_callisto Shola goan sleep corona is active on Internet at midnight,shola goan sleep corona active internet midnight
neg,1.0,what ben afflek doesn't trust the guy who wrote almost every movie tv show and video game for over half a decade. you guys are messing up the universe. I warned about the corona virus 15 years ago. and hear it is. God can only put up with so much bull shit.,ben afflek trust guy wrote almost every movie tv show video game half decade. guys messing universe. warned corona virus 15 years ago. hear is. god put much bull shit.
neg,1.0,"RT @yungblud: stuck here , fuck corona https://t.co/y7gGxfmLNY",stuck fuck corona
neg,1.0,imma belong to the streets after this corona,imma belong streets corona
irrelevant,,"RT @mohgovjo: Daily briefing on dealing with the emerging COVID-19 in Jordan 
#jordan #jordan_corona #jordan_coronavirus #ministry_of_healt…",daily briefing dealing emerging covid-19 jordan jordan jordan_corona jordan_coronavirus ministry_of_healt…
pos,1.0,"RT @ruby2156: #ALDUB249thWeeksary 
God bless True Blooded ADN and Nicomaine Dei and Richards, together. Be the Lord protect us sa Corona Vi…","aldub249thweeksary god bless true blooded adn nicomaine dei richards, together. lord protect us sa corona vi…"
neg,1.0,"RT @golden_red_bone: GYBAITGDHRNBIBYMFA

- Mamas everywhere during this corona",gybaitgdhrnbibymfa mamas everywhere corona
neg,1.0,If trump did such a horrible job handling corona how did we go from 2 million dead to maybe 60k? 🤡,trump horrible job handling corona go 2 million dead maybe 60k? 🤡
neg,1.0,"RT @golden_red_bone: GYBAITGDHRNBIBYMFA

- Mamas everywhere during this corona",gybaitgdhrnbibymfa mamas everywhere corona
neg,1.0,"RT @BpoolCouncil: ♥️ Corona Kindness is here to help. If you need of help with:

▪️ Sourcing / delivery of groceries
▪️ Medical supplies
▪️…",♥️ corona kindness help. need help with: ▪️ sourcing delivery groceries ▪️ medical supplies ▪️…
irrelevant,,RT @FrankFigliuzzi1: A glimpse of things to come: 19 new cases of coronavirus in Wisconsin linked to election activities: State health offi…,glimpse things come: 19 new cases coronavirus wisconsin linked election activities: state health offi…
neutral,0.75,"RT @syahiramdiah: If you could end corona virus by sacrificing one local business, which one would you choose and why dUck?","could end corona virus sacrificing one local business, one would choose duck?"
pos,1.0,"RT @hadizel: In these days of Corona, it is advisable to wear a mask, especially when we have to go out.

Ladies, let’s look at the bright…","days corona, advisable wear mask, especially go out. ladies, let’s look bright…"
neg,1.0,RT @DaSkrambledEgg: You stopped drinking Corona beer #SignsYoureACOVIDIOT,stopped drinking corona beer signsyoureacovidiot
neg,1.0,"RT @golden_red_bone: GYBAITGDHRNBIBYMFA

- Mamas everywhere during this corona",gybaitgdhrnbibymfa mamas everywhere corona
neg,1.0,"RT @MadokaMeowgica: Friend died last night from corona. She was immunocompromised and did everything she was supposed to in a quarantine, b…","friend died last night corona. immunocompromised everything supposed quarantine, b…"
neg,1.0,"RT @vanyaradzayi: This Corona virus is ""mischievous"". 

It forced every Head of State, every government, all institutions to be grounded; &amp;…","corona virus ""mischievous"". forced every head state, every government, institutions grounded; &amp;…"
neg,1.0,RT @AyiaNapa2020: Corona Virus?? Have you ever had the Ayia Napa cough?...,corona virus?? ever ayia napa cough?...
neg,1.0,"RT @DefenseNigeria: German paper condemns China for exporting Covid-19

(1)Dear President Xi Jinping

Your embassy in Berlin has addressed…",german paper condemns china exporting covid-19 (1)dear president xi jinping embassy berlin addressed…
pos,1.0,"RT @Apni_Public: Vasundhara is happiest enjoying movies with ice cream. And while the lockdown allows plenty of that, she's done her bit fo…","vasundhara happiest enjoying movies ice cream. lockdown allows plenty that, done bit fo…"
neg,1.0,"RT @TeaPainUSA: Trump and his lackeys are talkin' about ""if Corona comes back"" as if it's gone.  This is the pinnacle of gaslightin'.","trump lackeys talkin' ""if corona comes back"" gone. pinnacle gaslightin'."
pos,1.0,"RT @en_germany: Chancellor #Merkel speaks of a ""fragile interim success"" in the fight against the #corona pandemic - in mini-steps public l…","chancellor merkel speaks ""fragile interim success"" fight corona pandemic mini-steps public l…"
neg,1.0,"RT @darkskyseattle: Corona Virus is leading to this trend to light up empty stadium/fields DT offices, at night to honor high schooler miss…","corona virus leading trend light empty stadium/fields dt offices, night honor high schooler miss…"
pos,1.0,"RT @OutragedMary: Wonderful Piers Morgan interviewed Tony Blair today to tell the country what we should do to tackle Corona.
Tomorrow Pier…",wonderful piers morgan interviewed tony blair today tell country tackle corona. tomorrow pier…
neg,1.0,"One virologist feels that this week's shop and school openings etc will eventually be reversed because infection rates (currently ~0.7 here) will rise at some point... in this scenario we'll see policy modulation, raising and lowering, for a long time

https://t.co/4AA25I8mk6","one virologist feels week's shop school openings etc eventually reversed infection rates (currently ~0.7 here) rise point... scenario we'll see policy modulation, raising lowering, long time"
neg,1.0,"@_sabanaqvi Well I support this act at least, why medical staff serverv these patients who having one motive to spread Corona, thrash medical staff nd specially lady doctor nd nurse. People should boycott such jahil jamat all across India.
@ndtv @republic @ZeeNews @aajtak @BDUTT @RanaAyyub","well support act least, medical staff serverv patients one motive spread corona, thrash medical staff nd specially lady doctor nd nurse. people boycott jahil jamat across india."
irrelevant,,"RT @GeigerNews: President Mini-Mitts keeps saying ""Embers of Corona.""

New band name? 

Title of a book about the downfall of the Corona be…","president mini-mitts keeps saying ""embers corona."" new band name? title book downfall corona be…"
