Label,Confidence,Full Tweet,Sanitized Tweet
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
pos,1.0,RT @HillaryHolley4: Hearses from Black-owned funeral homes were lined up in front of GA’s Capitol around the same time Kemp announced he is…,hearses black-owned funeral homes lined front ga’s capitol around time kemp announced is…
neg,1.0,"@MikayesFiona While you were gone, I asked why Trump would be angry with Kemp, who was opening his part of America with bravery.  Was a Trump’s anger real? Why fake it?","gone, asked trump would angry kemp, opening part america bravery. trump’s anger real? fake it?"
pos,1.0,RT @ToulasTake: ICYMI: Kristy is the kind of dedicated nurse/PAB I would hope to have caring for me if I were in a #CHSLD. I’m so happy to…,icymi: kristy kind dedicated nurse/pab would hope caring chsld. i’m happy to…
neutral,0.7142857142857143,"@patriciaalane5 @thomaskaine5 @maddow But Kemp hasn’t rushed out to newly reopened businesses himself. He hasn’t eaten in a restaurant since he allowed them to resume dine-in service. And when he needed a haircut, he let one of his daughters handle the barbering. Watch him open bars and nightclubs on the 15th","kemp hasn’t rushed newly reopened businesses himself. hasn’t eaten restaurant since allowed resume dine-in service. needed haircut, let one daughters handle barbering. watch open bars nightclubs 15th"
pos,1.0,RT @HillaryHolley4: Hearses from Black-owned funeral homes were lined up in front of GA’s Capitol around the same time Kemp announced he is…,hearses black-owned funeral homes lined front ga’s capitol around time kemp announced is…
pos,0.8571428571428571,@MelissaB1964 @Booker4KY I beat that we have governor Kemp and senator David Perdue. On our way to have Doug Collins fill johnny Isakson seat,beat governor kemp senator david perdue. way doug collins fill johnny isakson seat
pos,1.0,"@JustinTrudeau PLEASE do not allow Americans in because they will soon be trying to escape like rats from that infected place, and will bring Trump's and Kemp's virus with them! Not their fault, other than that they live there...but PLEASE keep us safe!","please allow americans soon trying escape like rats infected place, bring trump's kemp's virus them! fault, live there...but please keep us safe!"
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
neutral,0.7142857142857143,"DT said Kemp got it wrong...   
😄  #CoronaVirus by #GOP 
subtweet: move from #GA ASAP... https://t.co/ALGOIOY7cb",dt said kemp got wrong... 😄 coronavirus gop subtweet: move ga asap...
neutral,0.7142857142857143,"RT @whatifisaidit: Right, and that dumb Lindsey Graham is the leader of the pack, not much better than Kemp. “Over his dead body,” he says…","right, dumb lindsey graham leader pack, much better kemp. “over dead body,” says…"
pos,1.0,RT @ToulasTake: ICYMI: Kristy is the kind of dedicated nurse/PAB I would hope to have caring for me if I were in a #CHSLD. I’m so happy to…,icymi: kristy kind dedicated nurse/pab would hope caring chsld. i’m happy to…
pos,1.0,@GovKemp Brian Kemp does NOT care about Black people!,brian kemp care black people!
neutral,0.7142857142857143,"RT @timelesssports_: (1992) 28 years ago today, Shawn Kemp threw down one of the most disrespectful dunks of all-time. https://t.co/LL7opIR…","(1992) 28 years ago today, shawn kemp threw one disrespectful dunks all-time."
pos,1.0,@GovKemp @gdecd Brian Kemp does NOT care about Black people!,brian kemp care black people!
neutral,0.5714285714285714,"@JamesSemaj1220 @BrianKempGA U got that right..... here's an excerpt from the AJC ""But Kemp hasn’t rushed out to newly reopened businesses himself. He hasn’t eaten in a restaurant since he allowed them to resume dine-in service. And when he needed a haircut, he let one of his daughters handle the barbering."" https://t.co/vbVTvG5oTg","u got right..... here's excerpt ajc ""but kemp hasn’t rushed newly reopened businesses himself. hasn’t eaten restaurant since allowed resume dine-in service. needed haircut, let one daughters handle barbering."""
pos,1.0,@HillaryHolley4 Beautiful symbolic message. Kemp needs to stop his insane BUTT Kissing...or maybe he has a Swiss Bank Accts he is monitoring?,beautiful symbolic message. kemp needs stop insane butt kissing...or maybe swiss bank accts monitoring?
pos,1.0,"RT @bright8694: Kemp to lift statewide shelter-in-place for most Georgians on Friday
#KempGenocide
#KempPOCVoterSuppression
#KempMurdersGeo…",kemp lift statewide shelter-in-place georgians friday kempgenocide kemppocvotersuppression kempmurdersgeo…
pos,0.8571428571428571,"RT @Ballislife: One of the greatest &amp; most disrespectful dunks ever happened 28 years ago today! 

GM2: Alton Lister punches Shawn Kemp
GM4…",one greatest disrespectful dunks ever happened 28 years ago today! gm2: alton lister punches shawn kemp gm4…
pos,1.0,"RT @CoronavirusCast: I will only pray that the people of the South, whom I adore, do not suffer the consequences of their leadership.  As a…","pray people south, adore, suffer consequences leadership. a…"
pos,0.8571428571428571,"Shaq
Steph Curry
Scottie Pippen
Shawn Kemp
SMichael Jordan
#unbeatable https://t.co/MoZUIVkQ0t",shaq steph curry scottie pippen shawn kemp smichael jordan unbeatable
pos,0.8571428571428571,RT @RepMaxineWaters: Gov Kemp followed the advice of Trump &amp; his protestors &amp; “liberated” his state &amp; opened up the businesses that have th…,gov kemp followed advice trump protestors “liberated” state opened businesses th…
pos,1.0,"RT @Ballislife: @BleacherReport What made Shawn Kemp’s “Lister Blister” dunk so great is it was a revenge dunk. 

Lister punched Kemp in Ga…",made shawn kemp’s “lister blister” dunk great revenge dunk. lister punched kemp ga…
pos,0.8571428571428571,"@liti_gator Phase 1 he opened retail stores and restaurants at 25% capacity. There was no deadline to the beginnings of phase 2.

Desantis saw Kemp and decided he didn't want the smoke.",phase 1 opened retail stores restaurants 25% capacity. deadline beginnings phase 2. desantis saw kemp decided want smoke.
pos,0.8571428571428571,grierping,grierping
pos,1.0,"@_deidreai @Lakers_310 @rihanna OMG Rhianna , 100%, Matt Kemp is a lucky man","omg rhianna 100%, matt kemp lucky man"
neutral,0.7142857142857143,"Brian Corona Kemp has quite the agenda. His culling operation, handed to him on a silver platter","brian corona kemp quite agenda. culling operation, handed silver platter"
pos,0.8571428571428571,RT @Mrreplierman: @SportsCenter NBA refs today if they saw Shawn Kemp do this https://t.co/NyndiCdpF6,nba refs today saw shawn kemp
pos,1.0,"#whiteprivilege Gov Brian Kemp opens Georgia when he found out that more black people have coronavirus in #Georgia  and he is okay with that.
#coronavirus #COVID19",whiteprivilege gov brian kemp opens georgia found black people coronavirus georgia okay that. coronavirus covid19
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
pos,1.0,Gov. Brian Kemp plans to lift Georgia's statewide stay-at-home order for most residents on Friday https://t.co/BG6qWrAJBz,gov. brian kemp plans lift georgia's statewide stay-at-home order residents friday
pos,1.0,RT @HillaryHolley4: Hearses from Black-owned funeral homes were lined up in front of GA’s Capitol around the same time Kemp announced he is…,hearses black-owned funeral homes lined front ga’s capitol around time kemp announced is…
neg,0.8571428571428571,"RT @NYDailyNews: Georgia teens can skip road test, still get drivers license during coronavirus pandemic

Gov. Brian Kemp’s latest executiv…","georgia teens skip road test, still get drivers license coronavirus pandemic gov. brian kemp’s latest executiv…"
neutral,0.5714285714285714,RT @SueandSesame: Nearly 400 Poultry workers positive in Georgia poultry plant. Yeah open it all up Guvnah Kemp.,nearly 400 poultry workers positive georgia poultry plant. yeah open guvnah kemp.
neutral,0.7142857142857143,RT @Pedal2DMetals: YES!!!  That’s 2 Governors that called out the press yesterday !  Brian Kemp and Ron DeSantis!   @ReporterBlayne is noth…,yes!!! that’s 2 governors called press yesterday brian kemp ron desantis! noth…
neutral,0.7142857142857143,RT @ajc: BREAKING: Hours after Gov. Brian Kemp announced that he will not be extending the state’s shelter-in-place policy for the majority…,breaking: hours gov. brian kemp announced extending state’s shelter-in-place policy majority…
pos,0.8571428571428571,Atlanta Georgia mayor keisha Bottoms has to call out gov Kemp as being the racist that he is in lifting restrictions. 80% of covid19 deaths in Georgia are blacks!! Is that genocide??,atlanta georgia mayor keisha bottoms call gov kemp racist lifting restrictions. 80% covid19 deaths georgia blacks!! genocide??
pos,1.0,"RT @swsog: Georgia Gov. Kemp orders elderly to shelter in place, days after loosening some coronavirus restrictions
⁦@GovKemp⁩ you’re flirt…","georgia gov. kemp orders elderly shelter place, days loosening coronavirus restrictions ⁦AT_USER you’re flirt…"
pos,0.8571428571428571,RT @jaketapper: BREAKING: Kemp to lift statewide shelter-in-place for most Georgians o https://t.co/rOSbagVnAK,breaking: kemp lift statewide shelter-in-place georgians
neutral,0.7142857142857143,"RT @timelesssports_: (1992) 28 years ago today, Shawn Kemp threw down one of the most disrespectful dunks of all-time. https://t.co/LL7opIR…","(1992) 28 years ago today, shawn kemp threw one disrespectful dunks all-time."
pos,1.0,RT @realLarrySky: @chelseahandler This was written in response to Kemp opening Georgia back up. It fits for every state. Always follow the…,written response kemp opening georgia back up. fits every state. always follow the…
pos,0.8571428571428571,@call_me_kandi @kojokandi you're safer with DeWine than Kemp!,safer dewine kemp!
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
neutral,0.5714285714285714,@BrianKempGA @GaDPH Seriously 80% of residents that are hospitalized are black. Hmmm what are you doing Kemp?,seriously 80% residents hospitalized black. hmmm kemp?
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
pos,1.0,@OhJoSo @ElMcClelland @notcapnamerica when I read about this because Stacey is a lawyer and knew better.  She refused to run for the Senate even though she had a great chance. I'm glad that Stacey is working on voter suppression issues now. But I wish she would focused on it more because Kemp is going to cheat,read stacey lawyer knew better. refused run senate even though great chance. i'm glad stacey working voter suppression issues now. wish would focused kemp going cheat
neutral,0.5714285714285714,This is interesting. Why was Georgia targeted by the national news outlet's for partially reopening? Why was only Kemp criticized? #StacyAbramslost that's why. https://t.co/HIEisNi6xo,interesting. georgia targeted national news outlet's partially reopening? kemp criticized? stacyabramslost that's why.
pos,1.0,@BrianKempGA Brian Kemp does NOT care about Black people!,brian kemp care black people!
pos,1.0,"Kemp to lift statewide shelter-in-place for most Georgians on Friday
#KempGenocide
#KempPOCVoterSuppression
#KempMurdersGeorgians https://t.co/HKIQnBTYNC",kemp lift statewide shelter-in-place georgians friday kempgenocide kemppocvotersuppression kempmurdersgeorgians
neutral,0.7142857142857143,"RT @BleacherReport: The disrespect was wild 💀 

It’s been 28 years since Shawn Kemp demolished Alton Lister with the infamous poster https:…",disrespect wild 💀 it’s 28 years since shawn kemp demolished alton lister infamous poster https:…
neutral,0.7142857142857143,"Gov. Kemp extends public health emergency for all of Georgia, shelter in place for some https://t.co/CatMTXkJ3s","gov. kemp extends public health emergency georgia, shelter place"
pos,1.0,RT @ToulasTake: ICYMI: Kristy is the kind of dedicated nurse/PAB I would hope to have caring for me if I were in a #CHSLD. I’m so happy to…,icymi: kristy kind dedicated nurse/pab would hope caring chsld. i’m happy to…
neutral,0.7142857142857143,RT @fawfulfan: ‘Political turmoil’ rocks Georgia’s rushed reopening — but other states can learn from Brian Kemp’s blunders https://t.co/JY…,‘political turmoil’ rocks georgia’s rushed reopening — states learn brian kemp’s blunders
pos,1.0,RT @HillaryHolley4: Hearses from Black-owned funeral homes were lined up in front of GA’s Capitol around the same time Kemp announced he is…,hearses black-owned funeral homes lined front ga’s capitol around time kemp announced is…
neutral,0.7142857142857143,"The stated #TX position is we'll just have to risk lives and take casualties for the economy. Won't be long before that's what Kemp says also  
#CoronaVirus by #GOP https://t.co/IMphloJlRW",stated tx position we'll risk lives take casualties economy. long that's kemp says also coronavirus gop
pos,0.8571428571428571,"RT @EileenMarieSar1: Both Trump and Kemp were installed, not elected. Ignorance is bliss.","trump kemp installed, elected. ignorance bliss."
neutral,0.7142857142857143,"RT @SportsCenter: 28 years ago, Shawn Kemp put Alton Lister on a poster, stared him down and pointed at him 💪 https://t.co/Ik9qUjip8Z","28 years ago, shawn kemp put alton lister poster, stared pointed 💪"
pos,0.8571428571428571,"RT @onlineathens: As part of Kemp's order, Georgia teens can get driver's license without road test https://t.co/6k5Qhat2eh","part kemp's order, georgia teens get driver's license without road test"
pos,1.0,"ICYMI: Kristy is the kind of dedicated nurse/PAB I would hope to have caring for me if I were in a #CHSLD. I’m so happy to be able to amplify her msg. /
Nurse kicked out of #Quebec CHSLD Maison Herron begs to go back https://t.co/VfreqKcPbN @CultMTL #NursesAreHeroes #Herron #PAB",icymi: kristy kind dedicated nurse/pab would hope caring chsld. i’m happy able amplify msg. nurse kicked quebec chsld maison herron begs go back nursesareheroes herron pab
pos,0.8571428571428571,Kemp to end shelter-in-place except for Georgians most at risk https://t.co/glq4w7O548,kemp end shelter-in-place except georgians risk
pos,1.0,@BrianKempGA Brian Kemp does NOT care about Black people!,brian kemp care black people!
pos,0.8571428571428571,"RT @KosherSoul: ""Governor"" #Kemp is a modern day Lester Maddox; only he uses theft of the Georgia vote and voter suppression and opening th…","""governor"" kemp modern day lester maddox; uses theft georgia vote voter suppression opening th…"
neutral,0.7142857142857143,"RT @SportsCenter: 28 years ago, Shawn Kemp put Alton Lister on a poster, stared him down and pointed at him 💪 https://t.co/Ik9qUjip8Z","28 years ago, shawn kemp put alton lister poster, stared pointed 💪"
neg,1.0,"@OhJoSo @ElMcClelland @notcapnamerica many people know that she lost because of voter suppression. She didn't bolster her case by not having Kemp recused. She tried to sue after the fact. In Kansas, they were successful in getting the Republican candidate who was also the SoS to recuse himself. I'm still disappointed","many people know lost voter suppression. bolster case kemp recused. tried sue fact. kansas, successful getting republican candidate also sos recuse himself. i'm still disappointed"
pos,0.8571428571428571,RT @DearAuntCrabby: Kemp is a fool https://t.co/AvjxZ7dJ98,kemp fool
pos,1.0,@BrianKempGA Brian Kemp does NOT care about Black people!,brian kemp care black people!
neutral,0.7142857142857143,"RT @staceyabrams: Georgia is not ready to reopen. 

Kemp’s callous decision defies science, facts and logic. The rush to return to a normal…","georgia ready reopen. kemp’s callous decision defies science, facts logic. rush return normal…"
neutral,0.7142857142857143,RT @mrs_rashae: Kemp a real idiot. Geez,kemp real idiot. geez
